('2006-9-11', 34.00, 'Botteghino', 'D', 2, 13, 1),
('2008-8-3', 43.00, 'Botteghino', 'E', 2, 14, 362),
('2008-8-3', 43.00, 'Botteghino', 'F', 2, 14, 362),
('2008-8-3', 43.00, 'Botteghino', 'A', 4, 14, 362),
('2008-8-3', 43.00, 'Botteghino', 'F', 2, 14, 362),
('2008-8-3', 43.00, 'Botteghino', 'E', 3, 14, 362),
('2008-8-3', 43.00, 'Botteghino', 'E', 4, 14, 362),
('2008-8-3', 43.00, 'Botteghino', 'D', 2, 14, 362),
('2008-8-3', 43.00, 'Botteghino', 'E', 7, 14, 362),
('2008-8-3', 43.00, 'Botteghino', 'D', 2, 14, 362),
('2008-8-3', 43.00, 'Botteghino', 'F', 6, 14, 362),
('2008-8-3', 43.00, 'Botteghino', 'C', 8, 14, 362),
('2008-8-3', 43.00, 'Botteghino', 'A', 2, 14, 362),
('2008-8-3', 43.00, 'Botteghino', 'B', 5, 14, 362),
('2016-7-11', 35.00, 'Botteghino', 'C', 1, 14, 363),
('2016-7-11', 35.00, 'Botteghino', 'D', 7, 14, 363),
('2016-7-11', 35.00, 'Botteghino', 'D', 9, 14, 363),
('2016-7-11', 35.00, 'Botteghino', 'F', 5, 14, 363),
('2016-7-11', 35.00, 'Botteghino', 'B', 6, 14, 363),
('2016-7-11', 35.00, 'Botteghino', 'D', 8, 14, 363),
('2016-7-11', 35.00, 'Botteghino', 'E', 9, 14, 363),
('2016-7-11', 35.00, 'Online', 'F', 4, 14, 363),
('2016-7-11', 35.00, 'Botteghino', 'D', 3, 14, 363),
('2016-7-11', 35.00, 'Botteghino', 'B', 9, 14, 363),
('2016-7-11', 35.00, 'Botteghino', 'B', 9, 14, 363),
('2016-7-11', 35.00, 'Botteghino', 'C', 5, 14, 363),
('2016-7-11', 35.00, 'Botteghino', 'D', 4, 14, 363),
('2016-7-11', 35.00, 'Botteghino', 'C', 7, 14, 363),
('2016-7-11', 35.00, 'Botteghino', 'B', 1, 14, 363),
('2016-7-11', 35.00, 'Botteghino', 'E', 7, 14, 363),
('2016-7-11', 35.00, 'Botteghino', 'C', 6, 14, 363),
('2016-7-11', 35.00, 'Botteghino', 'F', 8, 14, 363),
('2016-7-11', 35.00, 'Botteghino', 'A', 6, 14, 363),
('2016-7-11', 35.00, 'Botteghino', 'A', 2, 14, 363),
('2022-10-22', 37.00, 'Botteghino', 'D', 1, 13, 364),
('2022-10-22', 37.00, 'Botteghino', 'E', 1, 13, 364),
('2022-10-22', 37.00, 'Botteghino', 'A', 9, 13, 364),
('2022-10-22', 37.00, 'Botteghino', 'D', 2, 13, 364),
('2022-10-22', 37.00, 'Botteghino', 'C', 1, 13, 364),
('2022-10-22', 37.00, 'Botteghino', 'B', 6, 13, 364),
('2022-10-22', 37.00, 'Botteghino', 'D', 2, 13, 364),
('2022-10-22', 37.00, 'Botteghino', 'F', 7, 13, 364),
('2022-10-22', 37.00, 'Botteghino', 'C', 9, 13, 364),
('2022-10-22', 37.00, 'Botteghino', 'F', 6, 13, 364),
('2022-10-22', 37.00, 'Online', 'A', 4, 13, 364),
('2022-10-22', 37.00, 'Botteghino', 'A', 7, 13, 364),
('2022-10-22', 37.00, 'Botteghino', 'A', 4, 13, 364),
('2022-10-22', 37.00, 'Botteghino', 'D', 5, 13, 364),
('2022-10-22', 37.00, 'Botteghino', 'D', 4, 13, 364),
('2022-10-22', 37.00, 'Botteghino', 'F', 9, 13, 364),
('2022-10-22', 37.00, 'Botteghino', 'A', 9, 13, 364),
('2022-10-22', 37.00, 'Botteghino', 'F', 6, 13, 364),
('2022-10-22', 37.00, 'Botteghino', 'B', 3, 13, 364),
('2022-10-22', 37.00, 'Botteghino', 'F', 6, 13, 364),
('2013-6-4', 36.00, 'Botteghino', 'D', 2, 1, 365),
('2013-6-4', 36.00, 'Botteghino', 'E', 4, 1, 365),
('2013-6-4', 36.00, 'Botteghino', 'A', 7, 1, 365),
('2013-6-4', 36.00, 'Botteghino', 'D', 5, 1, 365),
('2013-6-4', 36.00, 'Botteghino', 'D', 4, 1, 365),
('2013-6-4', 36.00, 'Botteghino', 'D', 7, 1, 365),
('2013-6-4', 36.00, 'Botteghino', 'C', 9, 1, 365),
('2013-6-4', 36.00, 'Botteghino', 'B', 5, 1, 365),
('2013-6-4', 36.00, 'Botteghino', 'F', 2, 1, 365),
('2013-6-4', 36.00, 'Botteghino', 'E', 6, 1, 365),
('2013-6-4', 36.00, 'Botteghino', 'F', 7, 1, 365),
('2013-6-4', 36.00, 'Botteghino', 'A', 7, 1, 365),
('2013-6-4', 36.00, 'Botteghino', 'B', 1, 1, 365),
('2013-6-4', 36.00, 'Botteghino', 'F', 7, 1, 365),
('2013-6-4', 36.00, 'Botteghino', 'A', 2, 1, 365),
('2013-6-4', 36.00, 'Botteghino', 'A', 8, 1, 365),
('2013-6-4', 36.00, 'Botteghino', 'F', 9, 1, 365),
('2013-6-4', 36.00, 'Botteghino', 'C', 2, 1, 365),
('2013-6-4', 36.00, 'Botteghino', 'D', 5, 1, 365),
('2013-6-4', 36.00, 'Botteghino', 'F', 1, 1, 365),
('2018-4-22', 30.00, 'Botteghino', 'E', 8, 1, 366),
('2018-4-22', 30.00, 'Botteghino', 'B', 3, 1, 366),
('2018-4-22', 30.00, 'Botteghino', 'C', 5, 1, 366),
('2018-4-22', 30.00, 'Botteghino', 'A', 1, 1, 366),
('2018-4-22', 30.00, 'Botteghino', 'F', 9, 1, 366),
('2018-4-22', 30.00, 'Botteghino', 'A', 2, 1, 366),
('2018-4-22', 30.00, 'Botteghino', 'B', 6, 1, 366),
('2018-4-22', 30.00, 'Botteghino', 'A', 4, 1, 366),
('2018-4-22', 30.00, 'Botteghino', 'B', 4, 1, 366),
('2018-4-22', 30.00, 'Botteghino', 'E', 4, 1, 366),
('2018-4-22', 30.00, 'Botteghino', 'E', 7, 1, 366),
('2018-4-22', 30.00, 'Botteghino', 'F', 3, 1, 366),
('2018-4-22', 30.00, 'Botteghino', 'F', 8, 1, 366),
('2018-4-22', 30.00, 'Botteghino', 'D', 6, 1, 366),
('2018-4-22', 30.00, 'Botteghino', 'E', 7, 1, 366),
('2018-4-22', 30.00, 'Botteghino', 'A', 4, 1, 366),
('2018-4-22', 30.00, 'Online', 'A', 2, 1, 366),
('2018-4-22', 30.00, 'Botteghino', 'F', 2, 1, 366),
('2018-4-22', 30.00, 'Botteghino', 'A', 5, 1, 366),
('2018-4-22', 30.00, 'Botteghino', 'D', 7, 1, 366),
('2006-11-20', 45.00, 'Botteghino', 'D', 7, 10, 367),
('2006-11-20', 45.00, 'Botteghino', 'F', 2, 10, 367),
('2006-11-20', 45.00, 'Botteghino', 'F', 6, 10, 367),
('2006-11-20', 45.00, 'Botteghino', 'D', 9, 10, 367),
('2006-11-20', 45.00, 'Botteghino', 'C', 9, 10, 367),
('2006-11-20', 45.00, 'Botteghino', 'B', 8, 10, 367),
('2006-11-20', 45.00, 'Botteghino', 'C', 1, 10, 367),
('2006-11-20', 45.00, 'Botteghino', 'D', 7, 10, 367),
('2006-11-20', 45.00, 'Botteghino', 'E', 8, 10, 367),
('2006-11-20', 45.00, 'Botteghino', 'D', 1, 10, 367),
('2006-11-20', 45.00, 'Botteghino', 'E', 1, 10, 367),
('2006-11-20', 45.00, 'Botteghino', 'B', 4, 10, 367),
('2006-11-20', 45.00, 'Botteghino', 'D', 7, 10, 367),
('2006-11-20', 45.00, 'Botteghino', 'E', 8, 10, 367),
('2006-11-20', 45.00, 'Botteghino', 'E', 2, 10, 367),
('2006-11-20', 45.00, 'Botteghino', 'B', 9, 10, 367),
('2006-11-20', 45.00, 'Botteghino', 'C', 9, 10, 367),
('2006-11-20', 45.00, 'Botteghino', 'A', 3, 10, 367),
('2006-11-20', 45.00, 'Botteghino', 'A', 8, 10, 367),
('2006-11-20', 45.00, 'Botteghino', 'E', 6, 10, 367),
('2004-2-10', 39.00, 'Botteghino', 'E', 2, 13, 368),
('2004-2-10', 39.00, 'Botteghino', 'C', 9, 13, 368),
('2004-2-10', 39.00, 'Botteghino', 'A', 1, 13, 368),
('2004-2-10', 39.00, 'Botteghino', 'A', 8, 13, 368),
('2004-2-10', 39.00, 'Botteghino', 'C', 7, 13, 368),
('2004-2-10', 39.00, 'Botteghino', 'C', 1, 13, 368),
('2004-2-10', 39.00, 'Botteghino', 'A', 6, 13, 368),
('2004-2-10', 39.00, 'Botteghino', 'C', 9, 13, 368),
('2004-2-10', 39.00, 'Botteghino', 'F', 1, 13, 368),
('2004-2-10', 39.00, 'Botteghino', 'E', 2, 13, 368),
('2004-2-10', 39.00, 'Botteghino', 'E', 7, 13, 368),
('2004-2-10', 39.00, 'Botteghino', 'C', 1, 13, 368),
('2004-2-10', 39.00, 'Botteghino', 'D', 8, 13, 368),
('2004-2-10', 39.00, 'Botteghino', 'F', 8, 13, 368),
('2004-2-10', 39.00, 'Botteghino', 'F', 4, 13, 368),
('2004-2-10', 39.00, 'Botteghino', 'F', 4, 13, 368),
('2004-2-10', 39.00, 'Botteghino', 'C', 8, 13, 368),
('2004-2-10', 39.00, 'Botteghino', 'E', 1, 13, 368),
('2004-2-10', 39.00, 'Botteghino', 'D', 7, 13, 368),
('2004-2-10', 39.00, 'Botteghino', 'F', 9, 13, 368),
('2018-8-16', 37.00, 'Botteghino', 'A', 3, 11, 369),
('2018-8-16', 37.00, 'Botteghino', 'F', 7, 11, 369),
('2018-8-16', 37.00, 'Botteghino', 'D', 8, 11, 369),
('2018-8-16', 37.00, 'Botteghino', 'E', 9, 11, 369),
('2018-8-16', 37.00, 'Botteghino', 'A', 4, 11, 369),
('2018-8-16', 37.00, 'Botteghino', 'B', 7, 11, 369),
('2018-8-16', 37.00, 'Prenotato', 'C', 6, 11, 369),
('2018-8-16', 37.00, 'Botteghino', 'D', 5, 11, 369),
('2018-8-16', 37.00, 'Botteghino', 'F', 9, 11, 369),
('2018-8-16', 37.00, 'Botteghino', 'B', 4, 11, 369),
('2018-8-16', 37.00, 'Botteghino', 'B', 4, 11, 369),
('2018-8-16', 37.00, 'Botteghino', 'B', 1, 11, 369),
('2018-8-16', 37.00, 'Botteghino', 'C', 8, 11, 369),
('2018-8-16', 37.00, 'Botteghino', 'A', 5, 11, 369),
('2018-8-16', 37.00, 'Botteghino', 'F', 6, 11, 369),
('2018-8-16', 37.00, 'Botteghino', 'E', 3, 11, 369),
('2018-8-16', 37.00, 'Botteghino', 'A', 9, 11, 369),
('2018-8-16', 37.00, 'Botteghino', 'A', 4, 11, 369),
('2018-8-16', 37.00, 'Botteghino', 'C', 9, 11, 369),
('2018-8-16', 37.00, 'Botteghino', 'F', 2, 11, 369),
('2017-4-22', 42.00, 'Online', 'C', 1, 15, 370),
('2017-4-22', 42.00, 'Botteghino', 'C', 4, 15, 370),
('2017-4-22', 42.00, 'Botteghino', 'C', 7, 15, 370),
('2017-4-22', 42.00, 'Botteghino', 'F', 8, 15, 370),
('2017-4-22', 42.00, 'Botteghino', 'F', 6, 15, 370),
('2017-4-22', 42.00, 'Botteghino', 'D', 5, 15, 370),
('2017-4-22', 42.00, 'Botteghino', 'D', 2, 15, 370),
('2017-4-22', 42.00, 'Botteghino', 'B', 3, 15, 370),
('2017-4-22', 42.00, 'Botteghino', 'D', 4, 15, 370),
('2017-4-22', 42.00, 'Prenotato', 'D', 8, 15, 370),
('2017-4-22', 42.00, 'Botteghino', 'C', 4, 15, 370),
('2017-4-22', 42.00, 'Botteghino', 'E', 7, 15, 370),
('2017-4-22', 42.00, 'Botteghino', 'A', 3, 15, 370),
('2017-4-22', 42.00, 'Botteghino', 'A', 1, 15, 370),
('2017-4-22', 42.00, 'Botteghino', 'F', 6, 15, 370),
('2017-4-22', 42.00, 'Botteghino', 'A', 9, 15, 370),
('2017-4-22', 42.00, 'Botteghino', 'E', 1, 15, 370),
('2017-4-22', 42.00, 'Botteghino', 'D', 1, 15, 370),
('2017-4-22', 42.00, 'Botteghino', 'A', 5, 15, 370),
('2017-4-22', 42.00, 'Botteghino', 'E', 1, 15, 370),
('2010-1-10', 44.00, 'Botteghino', 'C', 8, 1, 371),
('2010-1-10', 44.00, 'Botteghino', 'F', 4, 1, 371),
('2010-1-10', 44.00, 'Botteghino', 'D', 4, 1, 371),
('2010-1-10', 44.00, 'Botteghino', 'D', 5, 1, 371),
('2010-1-10', 44.00, 'Botteghino', 'D', 5, 1, 371),
('2010-1-10', 44.00, 'Botteghino', 'E', 3, 1, 371),
('2010-1-10', 44.00, 'Botteghino', 'A', 1, 1, 371),
('2010-1-10', 44.00, 'Botteghino', 'A', 5, 1, 371),
('2010-1-10', 44.00, 'Botteghino', 'A', 1, 1, 371),
('2010-1-10', 44.00, 'Botteghino', 'D', 4, 1, 371),
('2010-1-10', 44.00, 'Botteghino', 'E', 7, 1, 371),
('2010-1-10', 44.00, 'Botteghino', 'D', 2, 1, 371),
('2010-1-10', 44.00, 'Botteghino', 'B', 9, 1, 371),
('2010-1-10', 44.00, 'Botteghino', 'E', 6, 1, 371),
('2010-1-10', 44.00, 'Botteghino', 'F', 1, 1, 371),
('2010-1-10', 44.00, 'Online', 'C', 5, 1, 371),
('2010-1-10', 44.00, 'Botteghino', 'C', 2, 1, 371),
('2010-1-10', 44.00, 'Botteghino', 'A', 6, 1, 371),
('2010-1-10', 44.00, 'Botteghino', 'F', 5, 1, 371),
('2010-1-10', 44.00, 'Botteghino', 'A', 6, 1, 371),
('2019-4-19', 45.00, 'Botteghino', 'E', 5, 3, 372),
('2019-4-19', 45.00, 'Botteghino', 'A', 4, 3, 372),
('2019-4-19', 45.00, 'Botteghino', 'B', 5, 3, 372),
('2019-4-19', 45.00, 'Botteghino', 'C', 9, 3, 372),
('2019-4-19', 45.00, 'Botteghino', 'C', 1, 3, 372),
('2019-4-19', 45.00, 'Botteghino', 'B', 5, 3, 372),
('2019-4-19', 45.00, 'Botteghino', 'A', 7, 3, 372),
('2019-4-19', 45.00, 'Botteghino', 'E', 3, 3, 372),
('2019-4-19', 45.00, 'Botteghino', 'A', 4, 3, 372),
('2019-4-19', 45.00, 'Botteghino', 'F', 6, 3, 372),
('2019-4-19', 45.00, 'Botteghino', 'D', 5, 3, 372),
('2019-4-19', 45.00, 'Botteghino', 'E', 9, 3, 372),
('2019-4-19', 45.00, 'Botteghino', 'D', 4, 3, 372),
('2019-4-19', 45.00, 'Botteghino', 'F', 2, 3, 372),
('2019-4-19', 45.00, 'Botteghino', 'D', 8, 3, 372),
('2019-4-19', 45.00, 'Botteghino', 'A', 3, 3, 372),
('2019-4-19', 45.00, 'Botteghino', 'B', 1, 3, 372),
('2019-4-19', 45.00, 'Botteghino', 'C', 2, 3, 372),
('2019-4-19', 45.00, 'Botteghino', 'F', 8, 3, 372),
('2019-4-19', 45.00, 'Botteghino', 'F', 2, 3, 372),
('2021-7-22', 31.00, 'Botteghino', 'C', 8, 5, 373),
('2021-7-22', 31.00, 'Botteghino', 'A', 9, 5, 373),
('2021-7-22', 31.00, 'Botteghino', 'E', 7, 5, 373),
('2021-7-22', 31.00, 'Botteghino', 'E', 7, 5, 373),
('2021-7-22', 31.00, 'Botteghino', 'F', 6, 5, 373),
('2021-7-22', 31.00, 'Botteghino', 'B', 6, 5, 373),
('2021-7-22', 31.00, 'Botteghino', 'A', 7, 5, 373),
('2021-7-22', 31.00, 'Botteghino', 'D', 4, 5, 373),
('2021-7-22', 31.00, 'Botteghino', 'D', 6, 5, 373),
('2021-7-22', 31.00, 'Botteghino', 'F', 8, 5, 373),
('2021-7-22', 31.00, 'Botteghino', 'B', 4, 5, 373),
('2021-7-22', 31.00, 'Botteghino', 'E', 8, 5, 373),
('2021-7-22', 31.00, 'Botteghino', 'A', 1, 5, 373),
('2021-7-22', 31.00, 'Botteghino', 'A', 6, 5, 373),
('2021-7-22', 31.00, 'Botteghino', 'A', 3, 5, 373),
('2021-7-22', 31.00, 'Botteghino', 'C', 1, 5, 373),
('2021-7-22', 31.00, 'Botteghino', 'D', 2, 5, 373),
('2021-7-22', 31.00, 'Botteghino', 'B', 5, 5, 373),
('2021-7-22', 31.00, 'Botteghino', 'B', 3, 5, 373),
('2021-7-22', 31.00, 'Online', 'B', 9, 5, 373),
('2011-1-21', 38.00, 'Botteghino', 'B', 7, 8, 374),
('2011-1-21', 38.00, 'Botteghino', 'C', 4, 8, 374),
('2011-1-21', 38.00, 'Botteghino', 'A', 4, 8, 374),
('2011-1-21', 38.00, 'Botteghino', 'D', 4, 8, 374),
('2011-1-21', 38.00, 'Botteghino', 'E', 4, 8, 374),
('2011-1-21', 38.00, 'Botteghino', 'C', 3, 8, 374),
('2011-1-21', 38.00, 'Botteghino', 'A', 7, 8, 374),
('2011-1-21', 38.00, 'Botteghino', 'A', 2, 8, 374),
('2011-1-21', 38.00, 'Botteghino', 'E', 2, 8, 374),
('2011-1-21', 38.00, 'Botteghino', 'A', 7, 8, 374),
('2011-1-21', 38.00, 'Botteghino', 'D', 2, 8, 374),
('2011-1-21', 38.00, 'Botteghino', 'A', 4, 8, 374),
('2011-1-21', 38.00, 'Botteghino', 'B', 7, 8, 374),
('2011-1-21', 38.00, 'Botteghino', 'B', 5, 8, 374),
('2011-1-21', 38.00, 'Botteghino', 'C', 6, 8, 374),
('2011-1-21', 38.00, 'Botteghino', 'A', 1, 8, 374),
('2011-1-21', 38.00, 'Botteghino', 'E', 5, 8, 374),
('2011-1-21', 38.00, 'Botteghino', 'A', 7, 8, 374),
('2011-1-21', 38.00, 'Botteghino', 'B', 8, 8, 374),
('2011-1-21', 38.00, 'Botteghino', 'D', 4, 8, 374),
('2017-8-4', 38.00, 'Botteghino', 'D', 5, 11, 375),
('2017-8-4', 38.00, 'Botteghino', 'E', 7, 11, 375),
('2017-8-4', 38.00, 'Botteghino', 'C', 2, 11, 375),
('2017-8-4', 38.00, 'Botteghino', 'A', 9, 11, 375),
('2017-8-4', 38.00, 'Botteghino', 'E', 3, 11, 375),
('2017-8-4', 38.00, 'Botteghino', 'F', 5, 11, 375),
('2017-8-4', 38.00, 'Botteghino', 'B', 8, 11, 375),
('2017-8-4', 38.00, 'Botteghino', 'F', 7, 11, 375),
('2017-8-4', 38.00, 'Botteghino', 'A', 5, 11, 375),
('2017-8-4', 38.00, 'Online', 'F', 6, 11, 375),
('2017-8-4', 38.00, 'Botteghino', 'A', 3, 11, 375),
('2017-8-4', 38.00, 'Botteghino', 'D', 9, 11, 375),
('2017-8-4', 38.00, 'Botteghino', 'D', 1, 11, 375),
('2017-8-4', 38.00, 'Botteghino', 'D', 8, 11, 375),
('2017-8-4', 38.00, 'Botteghino', 'F', 8, 11, 375),
('2017-8-4', 38.00, 'Botteghino', 'F', 3, 11, 375),
('2017-8-4', 38.00, 'Botteghino', 'E', 8, 11, 375),
('2017-8-4', 38.00, 'Botteghino', 'D', 3, 11, 375),
('2017-8-4', 38.00, 'Botteghino', 'B', 7, 11, 375),
('2017-8-4', 38.00, 'Online', 'A', 2, 11, 375),
('2007-10-21', 47.00, 'Botteghino', 'C', 7, 15, 376),
('2007-10-21', 47.00, 'Botteghino', 'D', 8, 15, 376),
('2007-10-21', 47.00, 'Botteghino', 'B', 4, 15, 376),
('2007-10-21', 47.00, 'Botteghino', 'B', 6, 15, 376),
('2007-10-21', 47.00, 'Botteghino', 'D', 3, 15, 376),
('2007-10-21', 47.00, 'Botteghino', 'D', 2, 15, 376),
('2007-10-21', 47.00, 'Botteghino', 'E', 5, 15, 376),
('2007-10-21', 47.00, 'Botteghino', 'C', 2, 15, 376),
('2007-10-21', 47.00, 'Botteghino', 'D', 3, 15, 376),
('2007-10-21', 47.00, 'Botteghino', 'D', 6, 15, 376),
('2007-10-21', 47.00, 'Online', 'D', 5, 15, 376),
('2007-10-21', 47.00, 'Botteghino', 'D', 8, 15, 376),
('2007-10-21', 47.00, 'Botteghino', 'E', 9, 15, 376),
('2007-10-21', 47.00, 'Botteghino', 'F', 5, 15, 376),
('2007-10-21', 47.00, 'Botteghino', 'D', 5, 15, 376),
('2007-10-21', 47.00, 'Botteghino', 'E', 6, 15, 376),
('2007-10-21', 47.00, 'Botteghino', 'C', 8, 15, 376),
('2007-10-21', 47.00, 'Botteghino', 'F', 9, 15, 376),
('2007-10-21', 47.00, 'Botteghino', 'A', 2, 15, 376),
('2007-10-21', 47.00, 'Prenotato', 'C', 7, 15, 376),
('2005-4-15', 43.00, 'Botteghino', 'E', 6, 14, 377),
('2005-4-15', 43.00, 'Botteghino', 'A', 5, 14, 377),
('2005-4-15', 43.00, 'Botteghino', 'E', 4, 14, 377),
('2005-4-15', 43.00, 'Botteghino', 'B', 7, 14, 377),
('2005-4-15', 43.00, 'Botteghino', 'F', 8, 14, 377),
('2005-4-15', 43.00, 'Botteghino', 'F', 5, 14, 377),
('2005-4-15', 43.00, 'Botteghino', 'A', 3, 14, 377),
('2005-4-15', 43.00, 'Botteghino', 'E', 4, 14, 377),
('2005-4-15', 43.00, 'Botteghino', 'C', 7, 14, 377),
('2005-4-15', 43.00, 'Botteghino', 'F', 6, 14, 377),
('2005-4-15', 43.00, 'Botteghino', 'D', 2, 14, 377),
('2005-4-15', 43.00, 'Botteghino', 'C', 2, 14, 377),
('2005-4-15', 43.00, 'Botteghino', 'A', 6, 14, 377),
('2005-4-15', 43.00, 'Botteghino', 'C', 2, 14, 377),
('2005-4-15', 43.00, 'Botteghino', 'A', 7, 14, 377),
('2005-4-15', 43.00, 'Botteghino', 'A', 9, 14, 377),
('2005-4-15', 43.00, 'Botteghino', 'C', 1, 14, 377),
('2005-4-15', 43.00, 'Botteghino', 'E', 7, 14, 377),
('2005-4-15', 43.00, 'Botteghino', 'D', 3, 14, 377),
('2005-4-15', 43.00, 'Botteghino', 'E', 7, 14, 377),
('2004-10-9', 47.00, 'Botteghino', 'B', 1, 15, 378),
('2004-10-9', 47.00, 'Botteghino', 'B', 2, 15, 378),
('2004-10-9', 47.00, 'Botteghino', 'B', 2, 15, 378),
('2004-10-9', 47.00, 'Botteghino', 'F', 4, 15, 378),
('2004-10-9', 47.00, 'Botteghino', 'A', 7, 15, 378),
('2004-10-9', 47.00, 'Botteghino', 'E', 4, 15, 378),
('2004-10-9', 47.00, 'Botteghino', 'B', 5, 15, 378),
('2004-10-9', 47.00, 'Online', 'F', 1, 15, 378),
('2004-10-9', 47.00, 'Botteghino', 'B', 6, 15, 378),
('2004-10-9', 47.00, 'Online', 'A', 9, 15, 378),
('2004-10-9', 47.00, 'Botteghino', 'C', 9, 15, 378),
('2004-10-9', 47.00, 'Botteghino', 'D', 1, 15, 378),
('2004-10-9', 47.00, 'Botteghino', 'F', 9, 15, 378),
('2004-10-9', 47.00, 'Botteghino', 'C', 1, 15, 378),
('2004-10-9', 47.00, 'Botteghino', 'F', 8, 15, 378),
('2004-10-9', 47.00, 'Botteghino', 'C', 2, 15, 378),
('2004-10-9', 47.00, 'Botteghino', 'F', 4, 15, 378),
('2004-10-9', 47.00, 'Botteghino', 'F', 7, 15, 378),
('2004-10-9', 47.00, 'Botteghino', 'A', 3, 15, 378),
('2004-10-9', 47.00, 'Botteghino', 'A', 2, 15, 378),
('2020-7-13', 34.00, 'Botteghino', 'E', 8, 9, 379),
('2020-7-13', 34.00, 'Botteghino', 'C', 6, 9, 379),
('2020-7-13', 34.00, 'Botteghino', 'D', 3, 9, 379),
('2020-7-13', 34.00, 'Botteghino', 'C', 4, 9, 379),
('2020-7-13', 34.00, 'Botteghino', 'D', 2, 9, 379),
('2020-7-13', 34.00, 'Botteghino', 'E', 4, 9, 379),
('2020-7-13', 34.00, 'Botteghino', 'A', 8, 9, 379),
('2020-7-13', 34.00, 'Botteghino', 'E', 5, 9, 379),
('2020-7-13', 34.00, 'Botteghino', 'C', 1, 9, 379),
('2020-7-13', 34.00, 'Prenotato', 'B', 6, 9, 379),
('2020-7-13', 34.00, 'Prenotato', 'B', 2, 9, 379),
('2020-7-13', 34.00, 'Botteghino', 'E', 6, 9, 379),
('2020-7-13', 34.00, 'Botteghino', 'D', 5, 9, 379),
('2020-7-13', 34.00, 'Botteghino', 'D', 3, 9, 379),
('2020-7-13', 34.00, 'Botteghino', 'F', 1, 9, 379),
('2020-7-13', 34.00, 'Botteghino', 'D', 3, 9, 379),
('2020-7-13', 34.00, 'Botteghino', 'C', 1, 9, 379),
('2020-7-13', 34.00, 'Botteghino', 'A', 8, 9, 379),
('2020-7-13', 34.00, 'Botteghino', 'A', 3, 9, 379),
('2020-7-13', 34.00, 'Botteghino', 'C', 3, 9, 379),
('2020-11-3', 34.00, 'Botteghino', 'F', 5, 6, 380),
('2020-11-3', 34.00, 'Botteghino', 'A', 7, 6, 380),
('2020-11-3', 34.00, 'Botteghino', 'D', 5, 6, 380),
('2020-11-3', 34.00, 'Botteghino', 'E', 7, 6, 380),
('2020-11-3', 34.00, 'Botteghino', 'A', 6, 6, 380),
('2020-11-3', 34.00, 'Botteghino', 'A', 4, 6, 380),
('2020-11-3', 34.00, 'Botteghino', 'A', 4, 6, 380),
('2020-11-3', 34.00, 'Botteghino', 'B', 6, 6, 380),
('2020-11-3', 34.00, 'Botteghino', 'E', 6, 6, 380),
('2020-11-3', 34.00, 'Botteghino', 'F', 2, 6, 380),
('2020-11-3', 34.00, 'Botteghino', 'D', 5, 6, 380),
('2020-11-3', 34.00, 'Botteghino', 'E', 3, 6, 380),
('2020-11-3', 34.00, 'Botteghino', 'F', 8, 6, 380),
('2020-11-3', 34.00, 'Botteghino', 'B', 3, 6, 380),
('2020-11-3', 34.00, 'Botteghino', 'A', 4, 6, 380),
('2020-11-3', 34.00, 'Botteghino', 'B', 2, 6, 380),
('2020-11-3', 34.00, 'Online', 'E', 3, 6, 380),
('2020-11-3', 34.00, 'Botteghino', 'B', 6, 6, 380),
('2020-11-3', 34.00, 'Botteghino', 'F', 2, 6, 380),
('2020-11-3', 34.00, 'Botteghino', 'C', 3, 6, 380),
('2011-11-29', 33.00, 'Botteghino', 'D', 8, 12, 381),
('2011-11-29', 33.00, 'Prenotato', 'D', 9, 12, 381),
('2011-11-29', 33.00, 'Botteghino', 'E', 3, 12, 381),
('2011-11-29', 33.00, 'Botteghino', 'C', 5, 12, 381),
('2011-11-29', 33.00, 'Botteghino', 'F', 1, 12, 381),
('2011-11-29', 33.00, 'Botteghino', 'F', 5, 12, 381),
('2011-11-29', 33.00, 'Botteghino', 'D', 9, 12, 381),
('2011-11-29', 33.00, 'Prenotato', 'D', 5, 12, 381),
('2011-11-29', 33.00, 'Botteghino', 'F', 4, 12, 381),
('2011-11-29', 33.00, 'Botteghino', 'A', 1, 12, 381),
('2011-11-29', 33.00, 'Botteghino', 'C', 1, 12, 381),
('2011-11-29', 33.00, 'Botteghino', 'A', 8, 12, 381),
('2011-11-29', 33.00, 'Botteghino', 'E', 9, 12, 381),
('2011-11-29', 33.00, 'Botteghino', 'E', 2, 12, 381),
('2011-11-29', 33.00, 'Botteghino', 'D', 2, 12, 381),
('2011-11-29', 33.00, 'Botteghino', 'C', 4, 12, 381),
('2011-11-29', 33.00, 'Botteghino', 'D', 4, 12, 381),
('2011-11-29', 33.00, 'Botteghino', 'F', 6, 12, 381),
('2011-11-29', 33.00, 'Botteghino', 'F', 2, 12, 381),
('2011-11-29', 33.00, 'Botteghino', 'C', 7, 12, 381),
('2002-12-2', 49.00, 'Botteghino', 'F', 2, 13, 382),
('2002-12-2', 49.00, 'Botteghino', 'E', 8, 13, 382),
('2002-12-2', 49.00, 'Botteghino', 'A', 6, 13, 382),
('2002-12-2', 49.00, 'Botteghino', 'B', 9, 13, 382),
('2002-12-2', 49.00, 'Botteghino', 'F', 9, 13, 382),
('2002-12-2', 49.00, 'Botteghino', 'E', 3, 13, 382),
('2002-12-2', 49.00, 'Botteghino', 'B', 7, 13, 382),
