('2019-7-5', 30.00, 'Prenotato', 'B', 7, 14, 1),
('2006-11-2', 33.00, 'Botteghino', 'E', 1, 13, 365),
('2006-11-2', 33.00, 'Prenotato', 'C', 5, 13, 365),
('2006-11-2', 33.00, 'Prenotato', 'F', 4, 13, 365),
('2006-11-2', 33.00, 'Prenotato', 'F', 6, 13, 365),
('2006-11-2', 33.00, 'Prenotato', 'A', 2, 13, 365),
('2006-11-2', 33.00, 'Prenotato', 'A', 2, 13, 365),
('2006-11-2', 33.00, 'Botteghino', 'E', 4, 13, 365),
('2006-11-2', 33.00, 'Online', 'D', 9, 13, 365),
('2006-11-2', 33.00, 'Online', 'A', 8, 13, 365),
('2006-11-2', 33.00, 'Botteghino', 'B', 2, 13, 365),
('2006-11-2', 33.00, 'Online', 'D', 8, 13, 365),
('2015-9-30', 33.00, 'Botteghino', 'E', 3, 1, 366),
('2015-9-30', 33.00, 'Prenotato', 'A', 8, 1, 366),
('2015-9-30', 33.00, 'Online', 'D', 8, 1, 366),
('2015-9-30', 33.00, 'Online', 'C', 1, 1, 366),
('2015-9-30', 33.00, 'Prenotato', 'D', 7, 1, 366),
('2015-9-30', 33.00, 'Botteghino', 'A', 3, 1, 366),
('2015-9-30', 33.00, 'Online', 'D', 6, 1, 366),
('2015-9-30', 33.00, 'Prenotato', 'B', 4, 1, 366),
('2015-9-30', 33.00, 'Botteghino', 'B', 3, 1, 366),
('2015-9-30', 33.00, 'Botteghino', 'A', 2, 1, 366),
('2015-9-30', 33.00, 'Botteghino', 'F', 6, 1, 366),
('2015-9-30', 33.00, 'Prenotato', 'A', 1, 1, 366),
('2015-9-30', 33.00, 'Prenotato', 'E', 5, 1, 366),
('2015-9-30', 33.00, 'Online', 'F', 3, 1, 366),
('2015-9-30', 33.00, 'Botteghino', 'B', 3, 1, 366),
('2015-9-30', 33.00, 'Online', 'D', 1, 1, 366),
('2015-9-30', 33.00, 'Online', 'B', 2, 1, 366),
('2015-9-30', 33.00, 'Prenotato', 'C', 2, 1, 366),
('2015-9-30', 33.00, 'Online', 'D', 1, 1, 366),
('2015-9-30', 33.00, 'Prenotato', 'C', 8, 1, 366),
('2017-7-3', 50.00, 'Prenotato', 'A', 5, 5, 367),
('2017-7-3', 50.00, 'Botteghino', 'C', 6, 5, 367),
('2017-7-3', 50.00, 'Online', 'D', 7, 5, 367),
('2017-7-3', 50.00, 'Prenotato', 'A', 2, 5, 367),
('2017-7-3', 50.00, 'Botteghino', 'B', 9, 5, 367),
('2017-7-3', 50.00, 'Prenotato', 'B', 8, 5, 367),
('2017-7-3', 50.00, 'Botteghino', 'C', 8, 5, 367),
('2017-7-3', 50.00, 'Botteghino', 'E', 8, 5, 367),
('2017-7-3', 50.00, 'Botteghino', 'C', 9, 5, 367),
('2017-7-3', 50.00, 'Online', 'A', 2, 5, 367),
('2017-7-3', 50.00, 'Prenotato', 'B', 9, 5, 367),
('2017-7-3', 50.00, 'Online', 'A', 6, 5, 367),
('2017-7-3', 50.00, 'Online', 'D', 5, 5, 367),
('2017-7-3', 50.00, 'Online', 'E', 1, 5, 367),
('2017-7-3', 50.00, 'Botteghino', 'E', 9, 5, 367),
('2017-7-3', 50.00, 'Prenotato', 'D', 6, 5, 367),
('2017-7-3', 50.00, 'Botteghino', 'D', 2, 5, 367),
('2017-7-3', 50.00, 'Prenotato', 'C', 3, 5, 367),
('2017-7-3', 50.00, 'Online', 'E', 6, 5, 367),
('2017-7-3', 50.00, 'Online', 'C', 4, 5, 367),
('2014-3-2', 38.00, 'Botteghino', 'D', 6, 4, 368),
('2014-3-2', 38.00, 'Online', 'B', 1, 4, 368),
('2014-3-2', 38.00, 'Prenotato', 'A', 8, 4, 368),
('2014-3-2', 38.00, 'Botteghino', 'A', 5, 4, 368),
('2014-3-2', 38.00, 'Botteghino', 'A', 1, 4, 368),
('2014-3-2', 38.00, 'Prenotato', 'A', 5, 4, 368),
('2014-3-2', 38.00, 'Online', 'D', 8, 4, 368),
('2014-3-2', 38.00, 'Prenotato', 'A', 9, 4, 368),
('2014-3-2', 38.00, 'Prenotato', 'E', 2, 4, 368),
('2014-3-2', 38.00, 'Prenotato', 'F', 6, 4, 368),
('2014-3-2', 38.00, 'Online', 'D', 3, 4, 368),
('2014-3-2', 38.00, 'Online', 'B', 8, 4, 368),
('2014-3-2', 38.00, 'Online', 'C', 2, 4, 368),
('2014-3-2', 38.00, 'Botteghino', 'A', 7, 4, 368),
('2014-3-2', 38.00, 'Botteghino', 'D', 3, 4, 368),
('2014-3-2', 38.00, 'Prenotato', 'A', 3, 4, 368),
('2014-3-2', 38.00, 'Online', 'D', 1, 4, 368),
('2014-3-2', 38.00, 'Botteghino', 'E', 6, 4, 368),
('2014-3-2', 38.00, 'Botteghino', 'A', 8, 4, 368),
('2014-3-2', 38.00, 'Botteghino', 'D', 6, 4, 368),
('2022-5-19', 43.00, 'Prenotato', 'D', 2, 6, 369),
('2022-5-19', 43.00, 'Botteghino', 'B', 7, 6, 369),
('2022-5-19', 43.00, 'Prenotato', 'E', 3, 6, 369),
('2022-5-19', 43.00, 'Botteghino', 'D', 5, 6, 369),
('2022-5-19', 43.00, 'Botteghino', 'B', 2, 6, 369),
('2022-5-19', 43.00, 'Botteghino', 'C', 7, 6, 369),
('2022-5-19', 43.00, 'Botteghino', 'D', 2, 6, 369),
('2022-5-19', 43.00, 'Online', 'F', 3, 6, 369),
('2022-5-19', 43.00, 'Online', 'B', 4, 6, 369),
('2022-5-19', 43.00, 'Online', 'D', 1, 6, 369),
('2022-5-19', 43.00, 'Prenotato', 'C', 8, 6, 369),
('2022-5-19', 43.00, 'Online', 'B', 3, 6, 369),
('2022-5-19', 43.00, 'Online', 'C', 4, 6, 369),
('2022-5-19', 43.00, 'Prenotato', 'A', 7, 6, 369),
('2022-5-19', 43.00, 'Online', 'A', 3, 6, 369),
('2022-5-19', 43.00, 'Online', 'F', 4, 6, 369),
('2022-5-19', 43.00, 'Online', 'D', 8, 6, 369),
('2022-5-19', 43.00, 'Prenotato', 'F', 5, 6, 369),
('2022-5-19', 43.00, 'Online', 'A', 7, 6, 369),
('2022-5-19', 43.00, 'Online', 'A', 3, 6, 369),
('2016-11-22', 37.00, 'Prenotato', 'A', 5, 9, 370),
('2016-11-22', 37.00, 'Botteghino', 'B', 6, 9, 370),
('2016-11-22', 37.00, 'Online', 'F', 1, 9, 370),
('2016-11-22', 37.00, 'Online', 'C', 1, 9, 370),
('2016-11-22', 37.00, 'Botteghino', 'C', 8, 9, 370),
('2016-11-22', 37.00, 'Botteghino', 'E', 6, 9, 370),
('2016-11-22', 37.00, 'Botteghino', 'A', 7, 9, 370),
('2016-11-22', 37.00, 'Online', 'D', 3, 9, 370),
('2016-11-22', 37.00, 'Online', 'F', 3, 9, 370),
('2016-11-22', 37.00, 'Botteghino', 'B', 9, 9, 370),
('2016-11-22', 37.00, 'Botteghino', 'A', 5, 9, 370),
('2016-11-22', 37.00, 'Online', 'F', 5, 9, 370),
('2016-11-22', 37.00, 'Prenotato', 'B', 8, 9, 370),
('2016-11-22', 37.00, 'Online', 'E', 3, 9, 370),
('2016-11-22', 37.00, 'Online', 'A', 4, 9, 370),
('2016-11-22', 37.00, 'Online', 'B', 9, 9, 370),
('2016-11-22', 37.00, 'Prenotato', 'B', 4, 9, 370),
('2016-11-22', 37.00, 'Online', 'E', 7, 9, 370),
('2016-11-22', 37.00, 'Online', 'A', 5, 9, 370),
('2016-11-22', 37.00, 'Prenotato', 'E', 5, 9, 370),
('2014-12-9', 38.00, 'Online', 'D', 4, 9, 371),
('2014-12-9', 38.00, 'Prenotato', 'F', 8, 9, 371),
('2014-12-9', 38.00, 'Botteghino', 'C', 4, 9, 371),
('2014-12-9', 38.00, 'Botteghino', 'A', 2, 9, 371),
('2014-12-9', 38.00, 'Botteghino', 'B', 6, 9, 371),
('2014-12-9', 38.00, 'Prenotato', 'F', 2, 9, 371),
('2014-12-9', 38.00, 'Prenotato', 'C', 8, 9, 371),
('2014-12-9', 38.00, 'Prenotato', 'A', 1, 9, 371),
('2014-12-9', 38.00, 'Prenotato', 'A', 5, 9, 371),
('2014-12-9', 38.00, 'Prenotato', 'E', 6, 9, 371),
('2014-12-9', 38.00, 'Botteghino', 'E', 6, 9, 371),
('2014-12-9', 38.00, 'Botteghino', 'F', 5, 9, 371),
('2014-12-9', 38.00, 'Botteghino', 'E', 2, 9, 371),
('2014-12-9', 38.00, 'Prenotato', 'B', 2, 9, 371),
('2014-12-9', 38.00, 'Botteghino', 'C', 4, 9, 371),
('2014-12-9', 38.00, 'Prenotato', 'C', 3, 9, 371),
('2014-12-9', 38.00, 'Botteghino', 'D', 8, 9, 371),
('2014-12-9', 38.00, 'Online', 'C', 3, 9, 371),
('2014-12-9', 38.00, 'Botteghino', 'E', 1, 9, 371),
('2014-12-9', 38.00, 'Prenotato', 'B', 6, 9, 371),
('2022-7-23', 47.00, 'Botteghino', 'F', 1, 7, 372),
('2022-7-23', 47.00, 'Botteghino', 'C', 1, 7, 372),
('2022-7-23', 47.00, 'Botteghino', 'C', 7, 7, 372),
('2022-7-23', 47.00, 'Prenotato', 'A', 5, 7, 372),
('2022-7-23', 47.00, 'Prenotato', 'A', 6, 7, 372),
('2022-7-23', 47.00, 'Online', 'A', 7, 7, 372),
('2022-7-23', 47.00, 'Online', 'D', 9, 7, 372),
('2022-7-23', 47.00, 'Prenotato', 'B', 8, 7, 372),
('2022-7-23', 47.00, 'Botteghino', 'A', 7, 7, 372),
('2022-7-23', 47.00, 'Botteghino', 'E', 7, 7, 372),
('2022-7-23', 47.00, 'Botteghino', 'F', 3, 7, 372),
('2022-7-23', 47.00, 'Botteghino', 'F', 3, 7, 372),
('2022-7-23', 47.00, 'Botteghino', 'D', 3, 7, 372),
('2022-7-23', 47.00, 'Online', 'B', 6, 7, 372),
('2022-7-23', 47.00, 'Prenotato', 'C', 2, 7, 372),
('2022-7-23', 47.00, 'Online', 'B', 8, 7, 372),
('2022-7-23', 47.00, 'Prenotato', 'C', 8, 7, 372),
('2022-7-23', 47.00, 'Prenotato', 'A', 3, 7, 372),
('2022-7-23', 47.00, 'Online', 'F', 5, 7, 372),
('2022-7-23', 47.00, 'Online', 'A', 4, 7, 372),
('2006-12-9', 42.00, 'Online', 'F', 3, 5, 373),
('2006-12-9', 42.00, 'Botteghino', 'B', 8, 5, 373),
('2006-12-9', 42.00, 'Online', 'B', 4, 5, 373),
('2006-12-9', 42.00, 'Prenotato', 'D', 5, 5, 373),
('2006-12-9', 42.00, 'Prenotato', 'E', 1, 5, 373),
('2006-12-9', 42.00, 'Botteghino', 'D', 9, 5, 373),
('2006-12-9', 42.00, 'Prenotato', 'A', 7, 5, 373),
('2006-12-9', 42.00, 'Botteghino', 'E', 7, 5, 373),
('2006-12-9', 42.00, 'Prenotato', 'B', 4, 5, 373),
('2006-12-9', 42.00, 'Botteghino', 'E', 4, 5, 373),
('2006-12-9', 42.00, 'Online', 'A', 9, 5, 373),
('2006-12-9', 42.00, 'Botteghino', 'D', 8, 5, 373),
('2006-12-9', 42.00, 'Online', 'E', 4, 5, 373),
('2006-12-9', 42.00, 'Prenotato', 'A', 2, 5, 373),
('2006-12-9', 42.00, 'Prenotato', 'E', 7, 5, 373),
('2006-12-9', 42.00, 'Botteghino', 'F', 3, 5, 373),
('2006-12-9', 42.00, 'Prenotato', 'E', 5, 5, 373),
('2006-12-9', 42.00, 'Online', 'A', 1, 5, 373),
('2006-12-9', 42.00, 'Online', 'D', 1, 5, 373),
('2006-12-9', 42.00, 'Online', 'C', 2, 5, 373),
('2007-10-14', 41.00, 'Prenotato', 'D', 8, 7, 374),
('2007-10-14', 41.00, 'Botteghino', 'B', 1, 7, 374),
('2007-10-14', 41.00, 'Online', 'F', 3, 7, 374),
('2007-10-14', 41.00, 'Botteghino', 'C', 5, 7, 374),
('2007-10-14', 41.00, 'Prenotato', 'A', 9, 7, 374),
('2007-10-14', 41.00, 'Online', 'E', 7, 7, 374),
('2007-10-14', 41.00, 'Botteghino', 'C', 8, 7, 374),
('2007-10-14', 41.00, 'Prenotato', 'E', 3, 7, 374),
('2007-10-14', 41.00, 'Botteghino', 'F', 4, 7, 374),
('2007-10-14', 41.00, 'Botteghino', 'D', 2, 7, 374),
('2007-10-14', 41.00, 'Botteghino', 'D', 9, 7, 374),
('2007-10-14', 41.00, 'Prenotato', 'A', 2, 7, 374),
('2007-10-14', 41.00, 'Online', 'B', 4, 7, 374),
('2007-10-14', 41.00, 'Botteghino', 'C', 2, 7, 374),
('2007-10-14', 41.00, 'Botteghino', 'E', 8, 7, 374),
('2007-10-14', 41.00, 'Online', 'A', 7, 7, 374),
('2007-10-14', 41.00, 'Prenotato', 'B', 6, 7, 374),
('2007-10-14', 41.00, 'Prenotato', 'F', 8, 7, 374),
('2007-10-14', 41.00, 'Online', 'A', 2, 7, 374),
('2007-10-14', 41.00, 'Prenotato', 'B', 6, 7, 374),
('2015-1-6', 42.00, 'Botteghino', 'D', 9, 8, 375),
('2015-1-6', 42.00, 'Prenotato', 'E', 6, 8, 375),
('2015-1-6', 42.00, 'Prenotato', 'E', 7, 8, 375),
('2015-1-6', 42.00, 'Prenotato', 'A', 3, 8, 375),
('2015-1-6', 42.00, 'Botteghino', 'B', 9, 8, 375),
('2015-1-6', 42.00, 'Prenotato', 'A', 5, 8, 375),
('2015-1-6', 42.00, 'Online', 'E', 2, 8, 375),
('2015-1-6', 42.00, 'Botteghino', 'A', 8, 8, 375),
('2015-1-6', 42.00, 'Online', 'C', 9, 8, 375),
('2015-1-6', 42.00, 'Botteghino', 'B', 8, 8, 375),
('2015-1-6', 42.00, 'Online', 'F', 8, 8, 375),
('2015-1-6', 42.00, 'Prenotato', 'C', 4, 8, 375),
('2015-1-6', 42.00, 'Online', 'F', 7, 8, 375),
('2015-1-6', 42.00, 'Online', 'B', 3, 8, 375),
('2015-1-6', 42.00, 'Botteghino', 'F', 4, 8, 375),
('2015-1-6', 42.00, 'Prenotato', 'A', 2, 8, 375),
('2015-1-6', 42.00, 'Prenotato', 'B', 7, 8, 375),
('2015-1-6', 42.00, 'Prenotato', 'F', 7, 8, 375),
('2015-1-6', 42.00, 'Botteghino', 'D', 9, 8, 375),
('2015-1-6', 42.00, 'Online', 'C', 9, 8, 375),
('2016-11-7', 34.00, 'Botteghino', 'B', 9, 1, 376),
('2016-11-7', 34.00, 'Online', 'F', 9, 1, 376),
('2016-11-7', 34.00, 'Prenotato', 'A', 6, 1, 376),
('2016-11-7', 34.00, 'Online', 'D', 8, 1, 376),
('2016-11-7', 34.00, 'Prenotato', 'C', 3, 1, 376),
('2016-11-7', 34.00, 'Prenotato', 'C', 5, 1, 376),
('2016-11-7', 34.00, 'Prenotato', 'D', 4, 1, 376),
('2016-11-7', 34.00, 'Online', 'E', 6, 1, 376),
('2016-11-7', 34.00, 'Prenotato', 'E', 6, 1, 376),
('2016-11-7', 34.00, 'Botteghino', 'F', 2, 1, 376),
('2016-11-7', 34.00, 'Prenotato', 'F', 5, 1, 376),
('2016-11-7', 34.00, 'Botteghino', 'B', 3, 1, 376),
('2016-11-7', 34.00, 'Botteghino', 'A', 2, 1, 376),
('2016-11-7', 34.00, 'Prenotato', 'F', 7, 1, 376),
('2016-11-7', 34.00, 'Botteghino', 'C', 3, 1, 376),
('2016-11-7', 34.00, 'Online', 'A', 8, 1, 376),
('2016-11-7', 34.00, 'Botteghino', 'E', 7, 1, 376),
('2016-11-7', 34.00, 'Online', 'C', 3, 1, 376),
('2016-11-7', 34.00, 'Prenotato', 'F', 1, 1, 376),
('2016-11-7', 34.00, 'Prenotato', 'B', 3, 1, 376),
('2014-11-24', 49.00, 'Online', 'C', 9, 4, 377),
('2014-11-24', 49.00, 'Prenotato', 'F', 1, 4, 377),
('2014-11-24', 49.00, 'Botteghino', 'E', 7, 4, 377),
('2014-11-24', 49.00, 'Online', 'A', 7, 4, 377),
('2014-11-24', 49.00, 'Prenotato', 'E', 1, 4, 377),
('2014-11-24', 49.00, 'Online', 'A', 5, 4, 377),
('2014-11-24', 49.00, 'Online', 'F', 7, 4, 377),
('2014-11-24', 49.00, 'Online', 'F', 5, 4, 377),
('2014-11-24', 49.00, 'Prenotato', 'E', 5, 4, 377),
('2014-11-24', 49.00, 'Botteghino', 'D', 3, 4, 377),
('2014-11-24', 49.00, 'Online', 'A', 4, 4, 377),
('2014-11-24', 49.00, 'Online', 'D', 8, 4, 377),
('2014-11-24', 49.00, 'Online', 'A', 2, 4, 377),
('2014-11-24', 49.00, 'Prenotato', 'F', 3, 4, 377),
('2014-11-24', 49.00, 'Online', 'E', 9, 4, 377),
('2014-11-24', 49.00, 'Prenotato', 'F', 2, 4, 377),
('2014-11-24', 49.00, 'Botteghino', 'B', 6, 4, 377),
('2014-11-24', 49.00, 'Prenotato', 'F', 9, 4, 377),
('2014-11-24', 49.00, 'Online', 'A', 1, 4, 377),
('2014-11-24', 49.00, 'Botteghino', 'A', 5, 4, 377),
('2002-9-24', 34.00, 'Prenotato', 'C', 1, 10, 378),
('2002-9-24', 34.00, 'Botteghino', 'A', 8, 10, 378),
('2002-9-24', 34.00, 'Botteghino', 'D', 7, 10, 378),
('2002-9-24', 34.00, 'Botteghino', 'E', 3, 10, 378),
('2002-9-24', 34.00, 'Online', 'B', 1, 10, 378),
('2002-9-24', 34.00, 'Prenotato', 'E', 2, 10, 378),
('2002-9-24', 34.00, 'Online', 'F', 1, 10, 378),
('2002-9-24', 34.00, 'Online', 'A', 1, 10, 378),
('2002-9-24', 34.00, 'Online', 'E', 6, 10, 378),
('2002-9-24', 34.00, 'Online', 'D', 6, 10, 378),
('2002-9-24', 34.00, 'Online', 'C', 7, 10, 378),
('2002-9-24', 34.00, 'Prenotato', 'C', 4, 10, 378),
('2002-9-24', 34.00, 'Prenotato', 'E', 1, 10, 378),
('2002-9-24', 34.00, 'Prenotato', 'E', 8, 10, 378),
('2002-9-24', 34.00, 'Botteghino', 'B', 3, 10, 378),
('2002-9-24', 34.00, 'Botteghino', 'B', 3, 10, 378),
('2002-9-24', 34.00, 'Botteghino', 'D', 7, 10, 378),
('2002-9-24', 34.00, 'Online', 'B', 1, 10, 378),
('2002-9-24', 34.00, 'Prenotato', 'A', 7, 10, 378),
('2002-9-24', 34.00, 'Online', 'E', 7, 10, 378),
('2022-4-12', 42.00, 'Online', 'D', 8, 3, 379),
('2022-4-12', 42.00, 'Botteghino', 'C', 1, 3, 379),
('2022-4-12', 42.00, 'Botteghino', 'E', 9, 3, 379),
('2022-4-12', 42.00, 'Online', 'D', 1, 3, 379),
('2022-4-12', 42.00, 'Prenotato', 'A', 4, 3, 379),
('2022-4-12', 42.00, 'Botteghino', 'E', 9, 3, 379),
('2022-4-12', 42.00, 'Online', 'C', 6, 3, 379),
('2022-4-12', 42.00, 'Botteghino', 'D', 9, 3, 379),
('2022-4-12', 42.00, 'Prenotato', 'C', 6, 3, 379),
('2022-4-12', 42.00, 'Prenotato', 'E', 6, 3, 379),
('2022-4-12', 42.00, 'Online', 'C', 7, 3, 379),
('2022-4-12', 42.00, 'Botteghino', 'B', 5, 3, 379),
('2022-4-12', 42.00, 'Online', 'F', 9, 3, 379),
('2022-4-12', 42.00, 'Prenotato', 'A', 8, 3, 379),
('2022-4-12', 42.00, 'Botteghino', 'C', 5, 3, 379),
('2022-4-12', 42.00, 'Botteghino', 'C', 1, 3, 379),
('2022-4-12', 42.00, 'Botteghino', 'B', 8, 3, 379),
('2022-4-12', 42.00, 'Online', 'E', 1, 3, 379),
('2022-4-12', 42.00, 'Botteghino', 'F', 3, 3, 379),
('2022-4-12', 42.00, 'Online', 'F', 8, 3, 379),
('2004-5-9', 32.00, 'Online', 'D', 7, 12, 380),
('2004-5-9', 32.00, 'Botteghino', 'F', 9, 12, 380),
('2004-5-9', 32.00, 'Prenotato', 'B', 3, 12, 380),
('2004-5-9', 32.00, 'Online', 'E', 6, 12, 380),
('2004-5-9', 32.00, 'Online', 'B', 9, 12, 380),
('2004-5-9', 32.00, 'Prenotato', 'B', 3, 12, 380),
('2004-5-9', 32.00, 'Botteghino', 'F', 7, 12, 380),
('2004-5-9', 32.00, 'Prenotato', 'C', 7, 12, 380),
('2004-5-9', 32.00, 'Botteghino', 'E', 7, 12, 380),
('2004-5-9', 32.00, 'Botteghino', 'C', 7, 12, 380),
('2004-5-9', 32.00, 'Prenotato', 'C', 5, 12, 380),
('2004-5-9', 32.00, 'Online', 'C', 8, 12, 380),
('2004-5-9', 32.00, 'Prenotato', 'E', 2, 12, 380),
('2004-5-9', 32.00, 'Online', 'A', 7, 12, 380),
('2004-5-9', 32.00, 'Online', 'E', 1, 12, 380),
('2004-5-9', 32.00, 'Online', 'A', 6, 12, 380),
('2004-5-9', 32.00, 'Botteghino', 'E', 2, 12, 380),
('2004-5-9', 32.00, 'Prenotato', 'D', 8, 12, 380),
('2004-5-9', 32.00, 'Botteghino', 'A', 9, 12, 380),
('2004-5-9', 32.00, 'Online', 'D', 8, 12, 380),
('2022-2-25', 46.00, 'Online', 'C', 5, 15, 381),
('2022-2-25', 46.00, 'Botteghino', 'E', 3, 15, 381),
('2022-2-25', 46.00, 'Prenotato', 'A', 6, 15, 381),
('2022-2-25', 46.00, 'Online', 'E', 3, 15, 381),
('2022-2-25', 46.00, 'Online', 'B', 2, 15, 381),
('2022-2-25', 46.00, 'Botteghino', 'B', 1, 15, 381),
('2022-2-25', 46.00, 'Botteghino', 'E', 3, 15, 381),
('2022-2-25', 46.00, 'Online', 'E', 4, 15, 381),
('2022-2-25', 46.00, 'Botteghino', 'E', 6, 15, 381),
('2022-2-25', 46.00, 'Online', 'C', 9, 15, 381),
('2022-2-25', 46.00, 'Botteghino', 'C', 6, 15, 381),
('2022-2-25', 46.00, 'Botteghino', 'C', 8, 15, 381),
('2022-2-25', 46.00, 'Botteghino', 'B', 1, 15, 381),
('2022-2-25', 46.00, 'Online', 'D', 5, 15, 381),
('2022-2-25', 46.00, 'Botteghino', 'C', 3, 15, 381),
('2022-2-25', 46.00, 'Botteghino', 'A', 3, 15, 381),
('2022-2-25', 46.00, 'Botteghino', 'C', 7, 15, 381),
('2022-2-25', 46.00, 'Online', 'A', 9, 15, 381),
('2022-2-25', 46.00, 'Online', 'B', 5, 15, 381),
('2022-2-25', 46.00, 'Prenotato', 'D', 7, 15, 381),
('2013-4-17', 43.00, 'Prenotato', 'B', 7, 5, 382),
('2013-4-17', 43.00, 'Online', 'C', 5, 5, 382),
('2013-4-17', 43.00, 'Botteghino', 'B', 4, 5, 382),
('2013-4-17', 43.00, 'Botteghino', 'A', 8, 5, 382),
('2013-4-17', 43.00, 'Online', 'C', 5, 5, 382),
('2013-4-17', 43.00, 'Prenotato', 'C', 4, 5, 382),
('2013-4-17', 43.00, 'Online', 'C', 2, 5, 382),
('2013-4-17', 43.00, 'Online', 'A', 8, 5, 382),
('2013-4-17', 43.00, 'Botteghino', 'D', 2, 5, 382),
('2013-4-17', 43.00, 'Online', 'F', 9, 5, 382),
('2013-4-17', 43.00, 'Online', 'E', 3, 5, 382),
('2013-4-17', 43.00, 'Online', 'F', 5, 5, 382),
('2013-4-17', 43.00, 'Online', 'E', 4, 5, 382),
('2013-4-17', 43.00, 'Prenotato', 'F', 5, 5, 382),
('2013-4-17', 43.00, 'Online', 'E', 4, 5, 382),
('2013-4-17', 43.00, 'Botteghino', 'B', 9, 5, 382),
('2013-4-17', 43.00, 'Prenotato', 'B', 2, 5, 382),
('2013-4-17', 43.00, 'Prenotato', 'A', 2, 5, 382),
('2013-4-17', 43.00, 'Online', 'D', 1, 5, 382),
('2013-4-17', 43.00, 'Prenotato', 'A', 7, 5, 382),
('2022-2-23', 39.00, 'Botteghino', 'F', 5, 2, 383),
('2022-2-23', 39.00, 'Prenotato', 'F', 9, 2, 383),
('2022-2-23', 39.00, 'Prenotato', 'E', 7, 2, 383),
('2022-2-23', 39.00, 'Botteghino', 'F', 5, 2, 383),
('2022-2-23', 39.00, 'Botteghino', 'E', 3, 2, 383),
('2022-2-23', 39.00, 'Botteghino', 'F', 4, 2, 383),
('2022-2-23', 39.00, 'Online', 'E', 1, 2, 383),
('2022-2-23', 39.00, 'Online', 'E', 6, 2, 383),
('2022-2-23', 39.00, 'Online', 'B', 8, 2, 383),
('2022-2-23', 39.00, 'Prenotato', 'A', 5, 2, 383),
('2022-2-23', 39.00, 'Prenotato', 'F', 2, 2, 383),
('2022-2-23', 39.00, 'Botteghino', 'D', 3, 2, 383),
('2022-2-23', 39.00, 'Prenotato', 'B', 3, 2, 383),
('2022-2-23', 39.00, 'Botteghino', 'C', 2, 2, 383),
('2022-2-23', 39.00, 'Online', 'B', 9, 2, 383),
('2022-2-23', 39.00, 'Botteghino', 'D', 2, 2, 383),
('2022-2-23', 39.00, 'Prenotato', 'B', 1, 2, 383),
('2022-2-23', 39.00, 'Online', 'B', 1, 2, 383),
('2022-2-23', 39.00, 'Botteghino', 'F', 4, 2, 383),
('2022-2-23', 39.00, 'Prenotato', 'E', 3, 2, 383),
('2021-2-11', 50.00, 'Botteghino', 'E', 3, 4, 384),
('2021-2-11', 50.00, 'Botteghino', 'E', 7, 4, 384),
('2021-2-11', 50.00, 'Online', 'F', 7, 4, 384),
('2021-2-11', 50.00, 'Prenotato', 'D', 6, 4, 384),
('2021-2-11', 50.00, 'Prenotato', 'D', 3, 4, 384),
('2021-2-11', 50.00, 'Prenotato', 'F', 6, 4, 384),
('2021-2-11', 50.00, 'Online', 'D', 4, 4, 384),
('2021-2-11', 50.00, 'Prenotato', 'E', 3, 4, 384),
('2021-2-11', 50.00, 'Prenotato', 'C', 4, 4, 384),
('2021-2-11', 50.00, 'Online', 'E', 5, 4, 384),
('2021-2-11', 50.00, 'Botteghino', 'E', 7, 4, 384),
('2021-2-11', 50.00, 'Prenotato', 'A', 1, 4, 384),
('2021-2-11', 50.00, 'Botteghino', 'E', 5, 4, 384),
('2021-2-11', 50.00, 'Botteghino', 'E', 1, 4, 384),
('2021-2-11', 50.00, 'Botteghino', 'D', 6, 4, 384),
('2021-2-11', 50.00, 'Prenotato', 'A', 4, 4, 384),
('2021-2-11', 50.00, 'Online', 'C', 5, 4, 384),
('2021-2-11', 50.00, 'Prenotato', 'F', 5, 4, 384),
('2021-2-11', 50.00, 'Online', 'E', 8, 4, 384),
('2021-2-11', 50.00, 'Online', 'F', 1, 4, 384),
('2013-10-10', 49.00, 'Botteghino', 'D', 1, 4, 385),
('2013-10-10', 49.00, 'Online', 'C', 4, 4, 385),
('2013-10-10', 49.00, 'Online', 'C', 2, 4, 385),
('2013-10-10', 49.00, 'Prenotato', 'C', 8, 4, 385),
('2013-10-10', 49.00, 'Prenotato', 'C', 6, 4, 385),
('2013-10-10', 49.00, 'Online', 'D', 6, 4, 385),
('2013-10-10', 49.00, 'Online', 'A', 8, 4, 385),
('2013-10-10', 49.00, 'Online', 'E', 4, 4, 385),
('2013-10-10', 49.00, 'Online', 'F', 7, 4, 385),
('2013-10-10', 49.00, 'Online', 'F', 9, 4, 385),
('2013-10-10', 49.00, 'Prenotato', 'E', 4, 4, 385),
('2013-10-10', 49.00, 'Prenotato', 'D', 6, 4, 385),
('2013-10-10', 49.00, 'Prenotato', 'F', 1, 4, 385),
('2013-10-10', 49.00, 'Online', 'D', 1, 4, 385),
('2013-10-10', 49.00, 'Prenotato', 'E', 5, 4, 385),
('2013-10-10', 49.00, 'Online', 'C', 2, 4, 385),
('2013-10-10', 49.00, 'Prenotato', 'F', 8, 4, 385),
('2013-10-10', 49.00, 'Online', 'B', 5, 4, 385),
('2013-10-10', 49.00, 'Online', 'A', 9, 4, 385),
('2013-10-10', 49.00, 'Prenotato', 'B', 9, 4, 385),
